Name,Kind,ErrorLike,TargetDomain,Status,SourceReference
"GEN_R_003","INSERT","false","banking","blocked-by-missing-source","docs/queries-sql.md:L2171"
"GEN_R_010","UPDATE","false","billing","needs-port","docs/queries-sql.md:L2181"
"GEN_R_011","UPDATE","false","billing","needs-port","docs/queries-sql.md:L2188"
"GEN_R_012","UPDATE","false","billing","needs-port","docs/queries-sql.md:L2195"
"GEN_R_013","UPDATE","false","billing","needs-port","docs/queries-sql.md:L2202"
"GEN_R_020","INSERT","false","ledger","needs-port","docs/queries-sql.md:L2209"
"GEN_SUMA_VP","SELECT","false","billing","needs-port","docs/queries-sql.md:L2217"
"GEN_SUMA_VP_2","SELECT","false","billing","needs-port","docs/queries-sql.md:L2226"
"GK Without Matching Kupac","SELECT","false","banking","needs-port","docs/queries-sql.md:L2233"
"GK_2040","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2241"
"GK_2040_RACID_SUM","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2250"
"GK_2410","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2259"
"GK_2410_grpNalog","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2267"
"GK_2410_Sum","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2276"
"GK_4350","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2285"
"GK_4900","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2294"
"GK_5590","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2303"
"GK_97","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2312"
"GK_98","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2321"
"GK_99","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2330"
"GK_ByIzvodStavka","SELECT","false","banking","needs-port","docs/queries-sql.md:L2339"
"GK_ByRacID","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2347"
"GK_DIZNOS","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2355"
"GK_FILTER_DOBAVLJACI","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2363"
"GK_Filter_PD","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2372"
"GK_Filter_PD_Opomene","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L2379"
"GK_FILTER_PD_Opomene_Razlika","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L2387"
"GK_Filter_PD_Opomene_Suma","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L2394"
"GK_GKTMP_UNION","SELECT","false","banking","needs-port","docs/queries-sql.md:L2402"
"GK_Grp_Dok","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2412"
"GK_GRP_DOK_COUNT","SELECT","false","reports-analysis","blocked-by-missing-source","docs/queries-sql.md:L2421"
"GK_GRP_DOK_COUNT_ALL","SELECT","false","master-data","needs-port","docs/queries-sql.md:L2430"
"GK_GRP_DOK_COUNT_BRMD","SELECT","false","other","needs-port","docs/queries-sql.md:L2439"
"GK_GRP_DOK_DOB_ALL","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2448"
"GK_GRP_DOK_DOB_ALL_izvod","SELECT","false","banking","needs-port","docs/queries-sql.md:L2457"
"GK_GRP_DOK_KORISNIK_ALL","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2466"
"GK_GRP_DOK_KORISNIK_ALL_LISTING","SELECT","false","other","needs-port","docs/queries-sql.md:L2475"
"GK_GRP_DOK_KORISNIK_ALL_tmpKT","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2484"
"GK_Konta_Sum","SELECT","false","ledger","blocked-by-missing-source","docs/queries-sql.md:L2493"
"GK_Konta_Sum_Crosstab","TRANSFORM","false","ledger","needs-port","docs/queries-sql.md:L2501"
"GK_KORISNIK_RDOB","SELECT","false","banking","needs-port","docs/queries-sql.md:L2511"
"GK_KORISNIK_RDOB_UPOREDO","SELECT","false","banking","needs-port","docs/queries-sql.md:L2519"
"GK_PARTNER_DOK_DATUM_RACUNA","SELECT","false","banking","needs-port","docs/queries-sql.md:L2527"
"GK_PARTNER_NAJSTARIJI_DUG","SELECT","false","other","needs-port","docs/queries-sql.md:L2536"
"GK_PARTNER_NAJSTARIJI_DUG_SUB","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2544"
"GK_PARTNER_POSLEDNJA_UPLATA","SELECT","false","banking","needs-port","docs/queries-sql.md:L2554"
"GK_PARTNER_SUM_PRINTERBIN","SELECT","false","platform-admin","needs-port","docs/queries-sql.md:L2563"
"GK_PARTNERI","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2570"
"GK_PIZNOS","SELECT","false","banking","needs-port","docs/queries-sql.md:L2578"
"GK_Po_Izvodu","SELECT","false","banking","needs-port","docs/queries-sql.md:L2586"
"GK_POCETNOSTANJE","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2595"
"GK_PRETPLATEIZVODI_GRUPBY_KUPACNALOG","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2605"
"gk_R_201207","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2613"
"GK_RDOB_4350","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2621"
"Gk_SumByIzvodStavke","SELECT","false","banking","needs-port","docs/queries-sql.md:L2630"
"GK-BYMESEC","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2638"
"GK-BYMESEC_Crosstab","TRANSFORM","false","ledger","needs-port","docs/queries-sql.md:L2648"
"GK-BYMESEC-RP","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2659"
"GK-R2305","SELECT","false","banking","needs-port","docs/queries-sql.md:L2666"
"GK-R2306","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2675"
"GrupaOpomenaSaGrupomRacuna","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L2683"
"GrupByStavke","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L2690"
"GrupByStavke_Crosstab","TRANSFORM","false","other","needs-port","docs/queries-sql.md:L2699"
"GrupisanjeKonta","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2709"
"GrupisanjeKonta_Storno","INSERT","false","ledger","needs-port","docs/queries-sql.md:L2718"
"GrupisanjeKontaAdd","INSERT","false","ledger","needs-port","docs/queries-sql.md:L2727"
"GrupisanjeKontaAddCB","INSERT","false","ledger","needs-port","docs/queries-sql.md:L2735"
"GrupIzvodBySK","SELECT","false","banking","needs-port","docs/queries-sql.md:L2743"
"INFO-GENREC-SQL0","INSERT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L2751"
"izv_kratica_zbirna_kupca","SELECT","false","banking","blocked-by-missing-source","docs/queries-sql.md:L2761"
"izv_kratica_zbirna_kupca_bck20251004","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2772"
"izv_kratica_zbirna_kupca_det","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2782"
"izv_kratica_zbirna_kupca_det_bck20251004","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2793"
"izv_kratica_zbirna_kuppca_det_dob","SELECT","false","ledger","needs-port","docs/queries-sql.md:L2803"
"Izvestaj_GK_Placanje_Dobavljaca","SELECT","false","reports-analysis","needs-port","docs/queries-sql.md:L2813"
"Izvestaj_GK_Placanje_Dobavljaca_Crosstab","TRANSFORM","false","reports-analysis","needs-port","docs/queries-sql.md:L2821"
"Izvestaj_GK_Racuni","SELECT","false","reports-analysis","needs-port","docs/queries-sql.md:L2831"
"Izvestaj_GK_Racuni_Crosstab","TRANSFORM","false","reports-analysis","needs-port","docs/queries-sql.md:L2840"
"Izvestaj_Izvod","SELECT","false","reports-analysis","needs-port","docs/queries-sql.md:L2850"
"Izvestaj_Izvod_GRP","SELECT","false","reports-analysis","needs-port","docs/queries-sql.md:L2859"
"Izvestaj_Racuni","TRANSFORM","false","reports-analysis","needs-port","docs/queries-sql.md:L2868"
"IZVESTAJ_STANJE","SELECT","false","reports-analysis","needs-port","docs/queries-sql.md:L2878"
"IZVOD_UPLATE_RACUN","SELECT","false","banking","needs-port","docs/queries-sql.md:L2888"
"IzvodiStavke","SELECT","false","banking","needs-port","docs/queries-sql.md:L2899"
"IzvodiStavke_Simple","SELECT","false","banking","needs-port","docs/queries-sql.md:L2907"
"Izvodi-Sume","SELECT","false","banking","needs-port","docs/queries-sql.md:L2915"
"IZVOD-NERASPOREDJENA-SREDSTVA","SELECT","false","banking","needs-port","docs/queries-sql.md:L2923"
"IzvodPrilivi","SELECT","false","banking","needs-port","docs/queries-sql.md:L2933"
"IZVODSTAVKE_SUME","SELECT","false","banking","needs-port","docs/queries-sql.md:L2941"
"IzvodSumaZO","SELECT","false","banking","needs-port","docs/queries-sql.md:L2949"
"KILL_RACUN","DELETE","false","billing","needs-port","docs/queries-sql.md:L2957"
"KILL_SPC_TODO1-5","SELECT","false","billing","needs-port","docs/queries-sql.md:L2964"
"KONTO_TROSKA_PLACANJA","SELECT","false","reports-analysis","blocked-by-missing-source","docs/queries-sql.md:L2972"
"KONTO_TROSKA_POTRAZIVANJA_DOB","SELECT","false","reports-analysis","blocked-by-missing-source","docs/queries-sql.md:L2982"
"KONTO_TROSKA_POTRAZIVANJA_DOB_L2","SELECT","false","reports-analysis","needs-port","docs/queries-sql.md:L2992"
"KONTO_TROSKA_POTRAZIVANJA_STANAR","SELECT","false","reports-analysis","needs-port","docs/queries-sql.md:L3002"
"KONTO_TROSKA_POTRAZIVANJA_STANAR_L2","SELECT","false","reports-analysis","needs-port","docs/queries-sql.md:L3012"
"KONTO_TROSKA_SUME","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3021"
"KONTO_TROSKA_SUME_L2","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3029"
"KONTOLA-STAVKE-MESEC-RDOB-RDOBPRIKAZ","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3037"
"KONTROLA_001_GK_241","SELECT","false","other","needs-port","docs/queries-sql.md:L3046"
"KONTROLA_001_IZVOD_241","SELECT","false","reports-analysis","needs-port","docs/queries-sql.md:L3055"
"KONTROLA_DUPLI_RACUNI_DOB","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3070"
"KONTROLA_SUME_TK","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3080"
"KONTROLA-FILTER-GK-PARAMETAR","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3088"
"KONTROLA-GK-GRP-RDOB","SELECT","false","banking","needs-port","docs/queries-sql.md:L3097"
"KONTROLA-IMAM-GK-NEMARSTAVKE","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3107"
"KONTROLA-IMAM-RSTAVKE-NEMAGK","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3115"
"KONTROLA-KNJIZENJA-RACUNA","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3123"
"KONTROLA-KNJIZENJA-RACUNA-GK-RDOB-ISPRAVKA","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3132"
"KONTROLA-KNJIZENJA-RACUNA-RACUNISTAVKE","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L3140"
"KONTROLA-KNJIZENJA-RACUNA-RACUNISTAVKE-gk","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3148"
"KONTROLA-KNJIZENJA-RACUNA-SVE","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3156"
"KONTROLA-RDOB-NEMA-STAVKI","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L3166"
"KONTROLA-RSTAVKE-GRP-RDOB","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3176"
"KONTROLA-RSTAVKE-PB","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L3185"
"KONTROLA-STAVKE-MESEC-RDOB","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L3194"
"KONTROLA-SUMA-KONTO-2410","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3202"
"KONTROLA-UPLATE-NA-STORNO-RACUN","SELECT","false","banking","needs-port","docs/queries-sql.md:L3211"
"KorisnikSZ","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3218"
"Kupac Without Matching Objekti","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3226"
"Kupac_Dug","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3234"
"Kupac_DUG_0","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3241"
"Kupac_DUG_97","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3250"
"Kupac_DUG_98","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3259"
"Kupac_Dug_OLD","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3268"
"Kupac_DUG_tempbackup","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3276"
"Kupac_GK_GRP","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3285"
"KUPAC_GM","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3293"
"KUPAC_GRUPNI_RACUN_MASTERID","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3301"
"KUPAC_NEMA_EMAIL_SLANJE","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L3309"
"Kupac_Opomena_001","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L3317"
"Kupac_PBPD","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3325"
"Kupac_PD","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3333"
"Kupac_PD_GDATUM","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3341"
"KUPAC_STAN","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3349"
"KUPAC_TS","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3357"
"KUPAC_TS_GDATUM","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3364"
"KupacBezSlanja","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3371"
"Kupac-Email-CR","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L3379"
"KupacLanjeEmailGroup","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3386"
"kupac-objekti-cr","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3394"
"KupacSlanjeMail","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L3402"
"Kupac-Za-Utuzenje","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L3410"
"KupciSkupstine","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3418"
"Last_GrupaOpomena","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L3425"
"LastRacuniTroskovi","SELECT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L3432"
"LIST_001_SKUPSTINA-OBJEKTI","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3441"
"LIST_002_SKUPSTINA-KUPCI","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3449"
"LISTING_KUPAC_OBJEKTI","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3457"
"LISTING_KUPAC_OBJEKTI_CNT","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3465"
"Mail_Crosstab","TRANSFORM","false","documents-email","needs-port","docs/queries-sql.md:L3474"
"MailAktivni","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L3484"
"MailGrupByIDK","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L3493"
"MailNeAktivni","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L3500"
"MultiMailInOne","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L3509"
"Nalog_Tip_98","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3517"
"Objekat_Sume","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3525"
"Objekat_Sume_Po_TipovimaIzRacuna","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L3533"
"Objekat_Sume_Sve","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3541"
"Objekti_By_KupacID","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3549"
"Objekti_Crosstab","TRANSFORM","false","master-data","needs-port","docs/queries-sql.md:L3557"
"Objekti_Prebrojavanje","TRANSFORM","false","master-data","needs-port","docs/queries-sql.md:L3567"
"Objekti_Sort","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3577"
"OBJEKTI_SS_TIP","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3585"
"OBJEKTI_SS_TIP_Crosstab","TRANSFORM","false","other","needs-port","docs/queries-sql.md:L3593"
"OBJEKTI_STAT","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3604"
"Objekti_Za_Racun","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3612"
"OBJEKTI-GM-KUPAC","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3622"
"oBJEKTIgpm","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3630"
"ObjektiKupca","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3638"
"ObjektiSaTipom","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3646"
"ObjektiSaTipomKoef","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3654"
"ObjektiSaTipomPrvi","SELECT","false","other","needs-port","docs/queries-sql.md:L3662"
"OBJEKTI-STAN-KUPAC","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3671"
"ObjektiSviPoKupcu","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3679"
"OpomenaExportListing","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L3688"
"OPOMENA-FILL-TROSKOVI","UPDATE","false","notices-payments","needs-port","docs/queries-sql.md:L3696"
"OpomenaZaRacun","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L3703"
"OPOMENE_PARTNERI_SALDA","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L3711"
"OpomeneListingContact","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L3719"
"PARKING","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3728"
"Prebrojavanje","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3737"
"PREBROJAVANJE-GK-PO-SK","SELECT","false","ledger","needs-port","docs/queries-sql.md:L3745"
"prenos-povezivanje","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3753"
"Presek_Filter_Opomena","SELECT","false","notices-payments","blocked-by-missing-source","docs/queries-sql.md:L3760"
"Presek_Filter_Opomena_EXPORT","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L3768"
"Presek_Filter_Opomena_EXPORT_BySKID","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L3775"
"Presek_Filter_Opomena_R","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L3783"
"Presek_Opomene_Sub_001","SELECT","false","notices-payments","blocked-by-missing-source","docs/queries-sql.md:L3792"
"Presek_Opomene_Sub_002","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L3802"
"Presek_Opomene_Sub_003","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L3811"
"Presek_Opomene_Sub_004","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L3819"
"Presek_Opomene_Sub_005","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L3829"
"Presek_Opomene_Sub_006","SELECT","false","notices-payments","blocked-by-missing-source","docs/queries-sql.md:L3836"
"Presek_Opomene_Sub_007","INSERT","false","notices-payments","blocked-by-missing-source","docs/queries-sql.md:L3843"
"Presek_Opomene_Sub_008","INSERT","false","notices-payments","needs-port","docs/queries-sql.md:L3851"
"Presek_Opomene_Sub_009","DELETE","false","notices-payments","needs-port","docs/queries-sql.md:L3860"
"Presek_Opomene_Sub_010","DELETE","false","notices-payments","needs-port","docs/queries-sql.md:L3868"
"Presek_Sub_000","SELECT","false","ledger","blocked-by-missing-source","docs/queries-sql.md:L3876"
"Presek_Sub_001","SELECT","false","ledger","blocked-by-missing-source","docs/queries-sql.md:L3885"
"Presek_Sub_002","SELECT","false","ledger","blocked-by-missing-source","docs/queries-sql.md:L3894"
"Presek_Sub_003","SELECT","false","ledger","blocked-by-missing-source","docs/queries-sql.md:L3904"
"Presek_Sub_004","SELECT","false","ledger","blocked-by-missing-source","docs/queries-sql.md:L3913"
"Presek_Sub_005","SELECT","false","ledger","blocked-by-missing-source","docs/queries-sql.md:L3922"
"Presek_Sub_006","SELECT","false","ledger","blocked-by-missing-source","docs/queries-sql.md:L3931"
"Presek_Sub_007","SELECT","false","ledger","blocked-by-missing-source","docs/queries-sql.md:L3940"
"PRESEK-BENEFITI","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L3949"
"Provera Budzeta","SELECT","false","ledger","blocked-by-missing-source","docs/queries-sql.md:L3957"
"qKupacTip","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3966"
"qKupacTip_Crosstab","TRANSFORM","false","master-data","needs-port","docs/queries-sql.md:L3973"
"qKupacTip_FilterBy","SELECT","false","master-data","needs-port","docs/queries-sql.md:L3983"
"QRCODE","SELECT","false","banking","needs-port","docs/queries-sql.md:L3991"
"QRCODE_OPOMENA","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L3999"
"qryTemplateKnjizenja","SELECT","false","banking","needs-port","docs/queries-sql.md:L4007"
"qryTipDokumenta","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L4015"
"Query1","SELECT","false","billing","needs-port","docs/queries-sql.md:L4023"
"Query10","UPDATE","false","master-data","needs-port","docs/queries-sql.md:L4031"
"Query100","SELECT","false","billing","needs-port","docs/queries-sql.md:L4038"
"Query101","SELECT","false","banking","needs-port","docs/queries-sql.md:L4046"
"Query102","SELECT","false","other","needs-port","docs/queries-sql.md:L4056"
"Query103","SELECT","false","ledger","needs-port","docs/queries-sql.md:L4064"
"Query104","SELECT","false","ledger","needs-port","docs/queries-sql.md:L4073"
"Query105","SELECT","false","ledger","needs-port","docs/queries-sql.md:L4080"
"Query106","SELECT","false","ledger","needs-port","docs/queries-sql.md:L4087"
"Query107","SELECT","false","ledger","needs-port","docs/queries-sql.md:L4095"
"Query108","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4102"
"Query109","SELECT","false","banking","needs-port","docs/queries-sql.md:L4111"
"Query11","INSERT","false","suppliers","blocked-by-missing-source","docs/queries-sql.md:L4120"
"Query110","SELECT","false","banking","needs-port","docs/queries-sql.md:L4129"
"Query111","SELECT","false","other","needs-port","docs/queries-sql.md:L4138"
"Query112","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L4147"
"Query113","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4155"
"Query114","SELECT","false","banking","needs-port","docs/queries-sql.md:L4163"
"Query115","SELECT","false","banking","needs-port","docs/queries-sql.md:L4171"
"Query116","SELECT","false","billing","needs-port","docs/queries-sql.md:L4179"
"Query117","SELECT","false","ledger","needs-port","docs/queries-sql.md:L4187"
"Query118","SELECT","false","ledger","needs-port","docs/queries-sql.md:L4195"
"Query119","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L4203"
"Query12","INSERT","false","ledger","needs-port","docs/queries-sql.md:L4211"
"Query120","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L4220"
"Query121","SELECT","false","ledger","needs-port","docs/queries-sql.md:L4229"
"Query122","SELECT","false","ledger","needs-port","docs/queries-sql.md:L4239"
"Query123","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L4248"
"Query124","SELECT","false","banking","needs-port","docs/queries-sql.md:L4257"
"Query125","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L4264"
"Query126","SELECT","false","banking","needs-port","docs/queries-sql.md:L4273"
"Query127","SELECT","false","ledger","needs-port","docs/queries-sql.md:L4281"
"Query128","SELECT","false","banking","needs-port","docs/queries-sql.md:L4290"
"Query129","UPDATE","false","ledger","needs-port","docs/queries-sql.md:L4299"
"Query13","INSERT","false","ledger","needs-port","docs/queries-sql.md:L4305"
"Query130","UPDATE","false","ledger","needs-port","docs/queries-sql.md:L4315"
"Query131","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L4321"
"Query132","SELECT","false","billing","needs-port","docs/queries-sql.md:L4329"
"Query133","SELECT","false","other","needs-port","docs/queries-sql.md:L4336"
"Query134","UPDATE","false","suppliers","needs-port","docs/queries-sql.md:L4344"
"Query135","SELECT","false","other","needs-port","docs/queries-sql.md:L4350"
"Query136","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4357"
"Query137","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4364"
"Query138","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L4371"
"Query139","SELECT","false","banking","needs-port","docs/queries-sql.md:L4379"
"Query14","SELECT","false","billing","needs-port","docs/queries-sql.md:L4387"
"Query140","SELECT","false","other","needs-port","docs/queries-sql.md:L4396"
"Query141","SELECT","false","ledger","needs-port","docs/queries-sql.md:L4404"
"Query142","DELETE","false","suppliers","needs-port","docs/queries-sql.md:L4412"
"Query143","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L4420"
"Query144","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L4429"
"Query145","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L4438"
"Query146","SELECT","false","ledger","needs-port","docs/queries-sql.md:L4448"
"Query147","SELECT","false","other","needs-port","docs/queries-sql.md:L4456"
"Query148","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L4465"
"Query149","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L4473"
"Query15","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4481"
"Query150","SELECT","false","suppliers","needs-port","docs/queries-sql.md:L4489"
"Query151","SELECT","false","banking","needs-port","docs/queries-sql.md:L4497"
"Query152","SELECT","false","banking","needs-port","docs/queries-sql.md:L4505"
"Query153","SELECT","false","banking","needs-port","docs/queries-sql.md:L4513"
"Query154","SELECT","false","banking","needs-port","docs/queries-sql.md:L4524"
"Query155","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4534"
"Query156","INSERT","false","billing","needs-port","docs/queries-sql.md:L4542"
"Query157","INSERT","false","banking","needs-port","docs/queries-sql.md:L4552"
"Query158","SELECT","false","billing","needs-port","docs/queries-sql.md:L4561"
"Query159","UPDATE","false","billing","needs-port","docs/queries-sql.md:L4568"
"Query16","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4575"
"Query160","UPDATE","false","billing","needs-port","docs/queries-sql.md:L4583"
"Query161","SELECT","false","billing","needs-port","docs/queries-sql.md:L4590"
"Query162","UPDATE","false","billing","needs-port","docs/queries-sql.md:L4597"
"Query163","UPDATE","false","billing","needs-port","docs/queries-sql.md:L4604"
"Query164","UPDATE","false","billing","needs-port","docs/queries-sql.md:L4611"
"Query165","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L4618"
"Query166","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L4625"
"Query167","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4634"
"Query168","SELECT","false","billing","needs-port","docs/queries-sql.md:L4642"
"Query169","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L4650"
"Query17","SELECT","false","billing","needs-port","docs/queries-sql.md:L4657"
"Query170","SELECT","false","master-data","needs-port","docs/queries-sql.md:L4666"
"Query171","UPDATE","false","billing","needs-port","docs/queries-sql.md:L4675"
"Query172","SELECT","false","billing","needs-port","docs/queries-sql.md:L4681"
"Query173","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L4689"
"Query174","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L4697"
"Query175","UPDATE","false","billing","needs-port","docs/queries-sql.md:L4705"
"Query176","INSERT","false","ledger","needs-port","docs/queries-sql.md:L4712"
"Query177","SELECT","false","billing","needs-port","docs/queries-sql.md:L4721"
"Query178","SELECT","false","notices-payments","needs-port","docs/queries-sql.md:L4730"
"Query179","SELECT","false","banking","needs-port","docs/queries-sql.md:L4738"
"Query18","SELECT","false","documents-email","needs-port","docs/queries-sql.md:L4746"
